STATION_ID,ID305B_1,ID305B_2,ID305B_3,ID305B_4,ID305B_5,ID305B_6,ID305B_7,ID305B_8,ID305B_9,ID305B_10,WATER_TYPE,SALINITY,LACUSTRINE,REGION,TYPE_1,TYPE_2,TYPE_3,TYPE_4,TYPE_5,TYPE_6,TYPE_7,TYPE_8,TYPE_9,TYPE_10,LATITUDE,LONGITUDE,WATERSHED,VAHU6,TEMP_EXC,TEMP_SAMP,TEMP_STAT,DO_EXC,DO_SAMP,DO_STAT,PH_EXC,PH_SAMP,PH_STAT,ECOLI_EXC,ECOLI_SAMP,ECOLI_GM_EXC,ECOLI_GM_SAMP,ECOLI_STAT,ENTER_EXC,ENTER_SAMP,ENTER_GM_EXC,ENTER_GM_SAMP,ENTER_STAT,AMMONIA_EXC,AMMONIA_STAT,WAT_MET_EXC,WAT_MET_STAT,WAT_TOX_EXC,WAT_TOX_STAT,SED_MET_EXC,SED_MET_STAT,SED_TOX_EXC,SED_TOX_STAT,FISH_MET_EXC,FISH_MET_STAT,FISH_TOX_EXC,FISH_TOX_STAT,BENTHIC_STAT,BENTHIC_WOE_CAT,BIBI_SCORE,NUT_TP_EXC,NUT_TP_SAMP,NUT_TP_STAT,NUT_CHLA_EXC,NUT_CHLA_SAMP,NUT_CHLA_STAT,COMMENTS,2020 IR COMMENTS,2018 IR COMMENTS
6ARSS024.30,VAS-Q12R_RSS03A02,,,,,,,,,,,,,SWRO,A,TR,,,,,,,,,37.21972222,-82.3025,Q12,BS27,0,35,S,0,35,S,0,35,S,4,34,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,35,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"near Haysi on SR 613 Bridge #6003, sampled 2013-2018","near Haysi on SR 613 Bridge #6003, monitored 2011-2016"
6ARSS026.98,VAS-Q10R_RSS02A00,VAS-Q12R_RSS04A00,VAS-Q12R_RSS03A02,,,,,,,,,,,SWRO,A,TM,,,,,,,,,37.1925,-82.28777778,Q10,BS21,0,12,S,0,12,S,0,13,S,1,12,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"SR 722 bridge # 6149 off Rt. 80, sampled 2016","SR 722 bridge # 6149 off Rt. 80
monitored 2016"
6ARSS034.53,VAS-Q09R_RSS01A00,,,,,,,,,,,,,SWRO,A,TM,,,,,,,,,37.15805555,-82.2025,Q09,BS18,0,12,S,0,12,S,0,12,S,1,12,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"SR 605 bridge, South of Cannady, sampled 2016","SR 605 bridge, South of Cannady, monitored 2016"
6ARSS041.08,VAS-Q09R_RSS02A00,,,,,,,,,,,,,SWRO,A,TM,,,,,,,,,37.10805556,-82.15305556,Q09,BS16,0,12,S,0,12,S,0,12,S,4,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"Bridge #4244 off Rt. 80 downstream of Davenport, sampled 2016","Bridge #4244 off Rt. 80 downstream of Davenport, monitored 2016"
6ARSS047.10,VAS-Q09R_RSS02A00,,,,,,,,,,,,,SWRO,A,TR,,,,,,,,,37.07833333,-82.07027778,Q09,BS16,0,34,S,0,34,S,0,34,S,3,34,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,34,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"At Council SR 1030 @ WPH Recreation Center, sampled 2013-2016","@ Council SR 1030 @ WPH Recreation Center, monitored 2011-2016"
3-FAL000.13,VAN-E20R_FAL01A04,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.32330556,-77.47066667,E20R,RA46,0,12,S,0,12,S,0,11,S,0,11,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2016 BENTHIC IM carryover,
3-HRN000.80,VAN-E02R_HRN01A20,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.81472222,-77.8625,E02R,RA06,0,12,S,0,12,S,0,12,S,1,12,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-HUE000.20,VAN-E03R_HUE01A00,,,,,,,,,,,,,NRO,A,TR,,,,,,,,,38.52222222,-78.17166667,E03R,RA08,0,33,S,0,32,S,1,32,Review,7,33,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,33,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,Trends Analysis: Improving (TN)
3-HUE007.31,VAN-E03R_HUE02A02,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.55517,-78.25553,E03R,RA08,2,10,Review,0,10,S,0,9,S,0,10,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,10,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2012 Temp IM carryover; 2012 IN carryover (recreation),
3-HUE009.13,VAN-E03R_HUE03A18,,,,,,,,,,,,,NRO,B,,,,,,,,,,38.57180833,-78.27835,E03R,RA08,0,4,S,0,4,S,1,4,Review,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,2,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-INA000.38,VAN-E01R_INA01A20,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.78866667,-78.09273056,E01R,RA02,0,12,S,0,12,S,0,12,S,3,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-IND001.14,VAN-E07R_IND01A04,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.59916667,-77.93662778,E07R,RA16,0,12,S,0,12,S,0,11,S,4,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-JET003.49,VAN-E21R_JET01A10,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.19152778,-77.10286111,E21R,RA52,0,12,S,0,12,S,0,11,S,4,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-JOA000.80,VAN-E09R_JOA01A06,,,,,,,,,,,,,NRO,A,TM,C,,,,,,,,38.46783333,-77.90108333,E09R,RA20,0,19,S,0,19,S,0,18,S,0,12,0,0,IN,,,,,,0,S,,,,,,,,,,,,,Review,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"WAT TOX:Cl,NH3,PCB; SED TOX:PCB; FISH TOX:PCB=OE (2013:AME)","WTOX: NH3=Ins, PCB=S; FTT: OE for PCB (2013: AME)"
3-JOR004.90,VAN-E01R_JOR01A04,,,,,,,,,,,,,NRO,FPM,B,,,,,,,,,38.782922,-78.08065,E01R,RA02,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,,,,,,0,S,,Review,,,,,,,,,,,Review,,,,2,,,1,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"WAT TOX:NH3=S, Cl=IN",
3-JOR007.56,VAN-E01R_JOR02A20,,,,,,,,,,,,,NRO,PA,,,,,,,,,,38.77611111,-78.10388889,E01R,RA02,0,12,S,0,12,S,0,12,S,2,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-JOR012.43,VAN-E01R_JOR03A18,,,,,,,,,,,,,NRO,B,,,,,,,,,,38.77255,-78.15946944,E01R,RA02,0,4,S,0,4,S,0,4,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,2,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-KES002.59,VAN-E05R_KES01A18,,,,,,,,,,,,,NRO,B,,,,,,,,,,38.730217,-78.247256,E05R,RA12,0,4,S,0,4,S,0,4,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,1,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-KIN000.94,VAN-E11R_KIN01A18,,,,,,,,,,,,,NRO,B,,,,,,,,,,38.42215833,-78.38054722,E11R,RA24,0,4,S,0,4,S,0,4,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,2,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,Co-located with 3KIN-1-ALL and 3KIN-2-ALL,
3-LAM000.57,VAN-E21R_LAM01A08,,,,,,,,,,,,,NRO,A,,,,,,,,,,38.2595,-77.26036111,E21R,RA49,,12,,,12,,,12,,4,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-LAU000.22,VAN-E11R_LAU01A20,,,,,,,,,,,,,NRO,FPM,B,,,,,,,,,38.489283,-78.421922,E11R,RA24,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,,,,,,0,S,,Review,,,,,,,,,,,Review,,,,2,,,1,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"WAT TOX:NH3=S, Cl=IN",
3-LDR000.70,VAN-E15R_LDR01A00,VAN-E15R_LDR02A02,,,,,,,,,,,,NRO,A,B,TM,,,,,,,,38.38944444,-78.21888889,E15R,RA34,0,15,S,0,15,S,0,15,S,3,12,0,0,IM,,,,,,,,,,,,,,,,,,,,Review,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
3-LEA000.17,VAN-E14R_LEA01A06,,,,,,,,,,,,,NRO,A,TM,,,,,,,,,38.44805556,-78.26611111,E14R,RA32,0,12,S,0,12,S,0,12,S,4,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,,
4ASNW016.24,VAW-L17R_SNW03A14,VAW-L17R_SNW02A12,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.8727,-79.72491667,L17,RU33,0,12,S,0,12,S,0,12,S,4,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,12,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2020 cycle:  Pigg River (Snow Cr.) TMDL Study U.S. EPA approved on 9/11/2006.  Fed ID 30414/30410.  SWCB approved 6/27/2007.  Pigg R. Bacteria Implementation Plan SWCB approved 12/13/2010.,
4ASOO002.56,VAW-L44R_SOO01A00,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,36.5836,-80.1128,L44,RD08,0,2,S,0,3,S,0,2,S,1,1,0,0,IN,,,,,,0,S,,Review,,,,,,,,,,,Review,,,,2,,,1,,DO_Daily_Avg_STAT: S | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"2018 Cycle: Bio 'FS' from two 2015 VSCI scores (S 63.8, F 64.1) collected through the ProbMon program. The benthic community showed good taxonomic diversity including pollution-sensitive organisms but also had some taxa which are tolerant of sedimentation. The station was in a forested section of Spoon Creek with a wide riparian buffer. Habitat surveys indicated eroded stream banks and substrate that is impacted by sedimentation deposition. Dan R. Bacteria TMDL US EPA approved 12/8/2008 Fed ID: 35757.  SWCB approved 4/28/2009.; L44R-01-BAC. Spoon Cr. NESTED within the Dan River TMDL Watershed.  Originally Listed 2004 for FC.","2018 Cycle: Bio 'FS' from two 2015 VSCI scores (S 63.8, F 64.1) collected through the ProbMon program. The benthic community showed good taxonomic diversity including pollution-sensitive organisms but also had some taxa which are tolerant of sedimentation. The station was in a forested section of Spoon Creek with a wide riparian buffer. Habitat surveys indicated eroded stream banks and substrate that is impacted by sedimentation deposition. Dan R. Bacteria TMDL US EPA approved 12/8/2008 Fed ID: 35757.  SWCB approved 4/28/2009.; L44R-01-BAC. Spoon Cr. NESTED within the Dan River TMDL Watershed.  Originally Listed 2004 for FC."
4ASOO003.12,VAW-L44R_SOO01A00,,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,36.5875,-80.10972222,L44,RD08,0,23,S,0,23,S,0,23,S,5,12,0,0,IM,,,,,,,,,,,,,,,,,,,,,,,,23,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,2018 Cycle:  Dan River Bacteria TMDL Study is U.S. EPA approved on 12/08/2008.  Fed ID 35757.  SWCB approved 4/28/2009.  Spoon Cr. NESTED within the Dan River TMDL Watershed.  Originally Listed 2004 for FC.,2018 Cycle:  Dan River Bacteria TMDL Study is U.S. EPA approved on 12/08/2008.  Fed ID 35757.  SWCB approved 4/28/2009.  Spoon Cr. NESTED within the Dan River TMDL Watershed.  Originally Listed 2004 for FC
4ASOT002.90,VAW-L51R_SOT01A08,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.86985,-80.18422778,L51,RD17,0,2,S,0,2,S,0,2,S,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,2,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"2018 Cycle: Bio 'FS' from two 2016 VSCI scores (Spring 77.2, Fall 81.1). This station was sampled to collect data for use in genus-level reference community analyses.  Both samples had good taxonomic diversity and were dominated by pollution-sensitive macroinvertebrates.","2018 Cycle: Bio 'FS' from two 2016 VSCI scores (Spring 77.2, Fall 81.1). This station was sampled to collect data for use in genus-level reference community analyses.  Both samples had good taxonomic diversity and were dominated by pollution-sensitive macroinvertebrates."
4ASRE006.91,VAW-L54R_SRE01A00,VAW-L54R_SRE02A00,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,36.5481,-79.7582,L54,RD30,0,3,S,0,4,S,0,3,S,0,3,0,0,IN,,,,,,0,S,,Review,,Review,,,,,,,,,Review,,,,3,,,3,,DO_Daily_Avg_STAT: S | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- No STV exceedances but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no acute exceedances. Dataset contains no chronic exceedances. Dataset contains no four-day exceedances.,"2020 Cycle:  This station is a boatable site.  A Stream Condition Index has not been developed or approved by EPA and therefore the benthic data are not assessed.











A 2011 Boatable Probabilistic site.  Single observations of DO, Temp, pH (IN), TN- NH3-N and water column metals- 'IN'.  No 2011 PEC SV sediment excursions.","2018 Cycle:  This station is a boatable site.  A Stream Condition Index has not been developed or approved by EPA and therefore the benthic data are not assessed.

A 2011 Boatable Probabilistic site.  Single observations of DO, Temp, pH (IN), TN- NH3-N and water column metals- 'IN'.  No 2011 PEC SV sediment excursions."
4ASRE007.90,VAW-L54R_SRE01A00,VAW-L54R_SRE02A00,,,,,,,,,,,,BRRO,A,TR,,,,,,,,,36.55861111,-79.74611111,L54,RD30,0,35,S,0,35,S,0,34,S,3,34,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,34,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: Insufficient Information (Prioritize for follow up monitoring)- One STV exceedance in one or multiple 90-day periods but insufficient data to analyze geomean. | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"2020 Cycle: 2016 flow adjusted trend analysis finds improving DO, specific conductance, TN, and turbidity trends.  Dan River Bacteria TMDL U.S. EPA approved 12/08/2008.  Fed ID: 35756.  SWCB approved 4/28/2009.






Outside Data Window: 





2012 No Trend conducted.





2006 Trend analysis reveals an improving condition for total phosphorus.











2008 Cycle:  Station Bacteria (FC) 2006 Listed 6 / 48; E/coli 2 / 9.  Total measurements 49.  Daily Mean Flow; 02073000 Smith R. - Martinsville <7Q10 of 134 cfs on 7/16/02 (125 cfs-Tuesday) and 8/06/02 (90 cfs-Tuesday).  Two Fully Supporting field measurement sets are excluded from the dataset.











2006 Cycle:  Total measurements 49.  Daily Mean Flow; 02073000 Smith R. - Martinsville <7Q10 of 134 cfs on 8/07/00 (111 cfs-Monday), 7/16/02 (125 cfs-Tuesday) and 8/06/02 (90 cfs-Tuesday).  Three Fully Supporting field measurement sets are excluded from the dataset.","2018 Cycle: 2016 flow adjusted trend analysis finds improving DO, specific conductance,TN, and turbidity trends.  Dan River Bacteria TMDL U.S. EPA approved 12/08/2008.  Fed ID: 35756.  SWCB approved 4/28/2009.  

Outside Data Window: 
2012 No Trend conducted.
2006 Trend analysis reveals an improving condition for total phosphorus.

2008 Cycle:  Station Bacteria (FC) 2006 Listed 6 / 48; E/coli 2 / 9.  Total measurements 49.   Daily Mean Flow; 02073000 Smith R. - Martinsville <7Q10 of 134 cfs on 7/16/02 (125 cfs-Tuesday) and 8/06/02 (90 cfs-Tuesday).  Two Fully Supporting field measurement sets are excluded from the dataset.

2006 Cycle:  Total measurements 49.  Daily Mean Flow; 02073000 Smith R. - Martinsville <7Q10 of 134 cfs on 8/07/00 (111 cfs-Monday), 7/16/02 (125 cfs-Tuesday) and 8/06/02 (90 cfs-Tuesday).  Three Fully Supporting field measurement sets are excluded from the dataset."
4ASRE015.43,VAW-L54R_SRE03A00,VAW-L54R_SRE03A02,VAW-L54R_SRE04A00,,,,,,,,,,,BRRO,A,B,TM,,,,,,,,36.60194444,-79.77722222,L54,RD30,0,1,Review,0,1,Review,0,1,Review,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Review,,,,0,,,0,,DO_Daily_Avg_STAT: NA | E.coli Comment: NA | Enterococci Comment: NA | AMMONIA Comment: Dataset contains no Ammonia data. ,"2018/2020 Cycle:  Bio 'IM' from 9 VSCI scores (2011-14, 2016). Smith River Gen. Std. - Benthic Phased TMDL. Phase I U.S. EPA approved 1/13/2011.  Fed IDs: 39703, 39705 (delist), 39706 & 39707. 





Phased approach seeks to more clearly define stressors to the benthic community.






Dan River Bacteria TMDL U.S. EPA approved 12/08/2008.  Fed ID: 35756.  SWCB approved 4/28/2009.  Station Bacteria (FC) 2002 Listed WQS>1000 (4/29); FC 2004 WQS>400 (6/35). 











2016 IR Bio 'IM' The 2016 data window reports eleven VSCI surveys (2009-2014) with a 6 year average score of 58.0 and 2 year score of 55.7.  The benthic macroinvertebrate community indicates a water quality pattern of recovery followed by years of decline. Overall water quality at this site remains impaired.  Recent surveys also show that the benthic community is dominated by the tolerant organisms (Hydropsychidae, Chironomidae, Pleuroceridae and Simulidae) a possible indication of organic and nutrient pollution.






2014 IR Bio 'IM' Eleven VSCI surveys (2007-2012) with average 6 year score of 54.3 and two year score of 61.2.  The station is below two hydroelectric dams resulting in daily fluctuations of flow and temperature.  Point and non-point source pollution and sediment appear to affect the river.  This station is downstream of the Lower Smith River Wastewater Treatment Plant (Henry County PSA) that closed in November 2005.  The closure did not appear to have an immediate positive affect on the benthic community.  However, since the last assessment the highest VSCI score (68.59, Spring 2012) is recorded.  The following seasons sample declined well below the non-impaired threshold of VSCI 60 at 49.17.






Outside Data Window:





2010 IR- Bio 'IM' Seven VSCI surveys (2003-2008) with an average score of 57.4.  This station is the furthest downstream biological monitoring site and the first site where the benthic community historically showed signs of recovery.  This site has shown improvement in the Fall scores since Fall 2006, but a decline in the Fall 2008 sample.  Non-point source urban runoff and sediment appear to affect the river.  The station is located downstream of Leatherwood Creek which may be a significant source of sediment.  Recent surveys show that the benthic community is dominated by the moderately tolerant caddisfly Hydropsychidae, an indication of organic and nutrient pollution.  There was some improvement in the benthic community between 1999 and 2001, and 2006 and 2008.  Improved water quality may have been the result of operational improvements at the Martinsville WWTP.  However, the decline in benthic community scores in Spring 2006 and Fall 2008 indicates that water quality is still degraded.











2006 Cycle:  Total measurements 20.  Daily Mean Flow; 02073000 Smith R. - Martinsville <7Q10 of 134 cfs on 8/07/00 (111 cfs).  One Fully Supporting field measurement set is excluded from the dataset.  Collections made on Monday.  2000 and 1999 no sediment exceedances of the PEC SVs.","2018 Cycle:  Bio 'IM' from 9 VSCI scores (2011-14, 2016). Smith River Gen. Std. - Benthic Phased TMDL. Phase I  U.S. EPA approved 1/13/2011.  Fed IDs: 39703, 39705 (delist), 39706 & 39707.
Phased approach seeks to more clearly define stressors to the benthic community.  Bacteria impairment carries. 

Dan River Bacteria TMDL U.S. EPA approved 12/08/2008.  Fed ID: 35756.  SWCB approved 4/28/2009.  Station Bacteria (FC) 2002 Listed WQS>1000 (4/29); FC 2004 WQS>400 (6/35).

2016 IR Bio 'IM' The 2016 data window reports eleven VSCI surveys (2009-2014) with a 6 year average score of 58.0 and 2 year score of 55.7.  The benthic macroinvertebrate community indicates a water quality pattern of recovery followed by years of decline. Overall water quality at this site remains impaired.  Recent surveys also show that the benthic community is dominated by the tolerant organisms (Hydropsychidae, Chironomidae, Pleuroceridae and Simulidae) a possible indication of organic and nutrient pollution.

2014 IR Bio 'IM' Eleven VSCI surveys (2007-2012) with average 6 year score of 54.3 and two year score of 61.2.  The station is below two hydroelectric dams resulting in daily fluctuations of flow and temperature.  Point and non-point source pollution and sediment appear to affect the river.  This station is downstream of the Lower Smith River Wastewater Treatment Plant (Henry County PSA) that closed in November 2005.  The closure did not appear to have an immediate positive affect on the benthic community.  However, since the last assessment the highest VSCI score  (68.59, Spring 2012) is recorded.  The following seasons sample declined well below the non-impaired threshold of VSCI 60 at 49.17.

Outside Data Window:
2010 IR- Bio 'IM' Seven VSCI surveys (2003-2008) with an average score of 57.4.  This station is the furthest downstream biological monitoring site and the first site where the benthic community historically showed signs of recovery.  This site has shown improvement in the Fall scores since Fall 2006, but a decline in the Fall 2008 sample.  Non-point source urban runoff and sediment appear to affect the river.  The station is located downstream of Leatherwood Creek which may be a significant source of sediment.  Recent surveys show that the benthic community is dominated by the moderately tolerant caddisfly Hydropsychidae, an indication of organic and nutrient pollution.  There was some improvement in the benthic community between 1999 and 2001, and 2006 and 2008.  Improved water quality may have been the result of operational improvements at the Martinsville WWTP.  However, the decline in benthic community scores in Spring 2006 and Fall 2008 indicates that water quality is still degraded.

2006 Cycle:  Total measurements 20.  Daily Mean Flow; 02073000 Smith R. - Martinsville <7Q10 of 134 cfs on 8/07/00 (111 cfs).  One Fully Supporting field measurement set is excluded from the dataset.  Collections made on Monday.  2000 and 1999 no sediment exceedances of the PEC SVs."
