STATION_ID,ID305B_1,ID305B_2,ID305B_3,ID305B_4,ID305B_5,ID305B_6,ID305B_7,ID305B_8,ID305B_9,ID305B_10,WATER_TYPE,SALINITY,LACUSTRINE,REGION,TYPE_1,TYPE_2,TYPE_3,TYPE_4,TYPE_5,TYPE_6,TYPE_7,TYPE_8,TYPE_9,TYPE_10,LATITUDE,LONGITUDE,WATERSHED,VAHU6,TEMP_EXC,TEMP_SAMP,TEMP_STAT,DO_EXC,DO_SAMP,DO_STAT,PH_EXC,PH_SAMP,PH_STAT,ECOLI_EXC,ECOLI_SAMP,ECOLI_GM_EXC,ECOLI_GM_SAMP,ECOLI_STAT,ENTER_EXC,ENTER_SAMP,ENTER_GM_EXC,ENTER_GM_SAMP,ENTER_STAT,AMMONIA_EXC,AMMONIA_STAT,WAT_MET_EXC,WAT_MET_STAT,WAT_TOX_EXC,WAT_TOX_STAT,SED_MET_EXC,SED_MET_STAT,SED_TOX_EXC,SED_TOX_STAT,FISH_MET_EXC,FISH_MET_STAT,FISH_TOX_EXC,FISH_TOX_STAT,BENTHIC_STAT,BENTHIC_WOE_CAT,BIBI_SCORE,NUT_TP_EXC,NUT_TP_SAMP,NUT_TP_STAT,NUT_CHLA_EXC,NUT_CHLA_SAMP,NUT_CHLA_STAT,COMMENTS
4ABOR016.26,VAW-L27R_BOR01A00,VAW-L27R_BOR02A00,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,37.24555556,-79.34944445,L27,RU55,0,12,S,0,12,S,0,12,S,6,11,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ABOR024.46,VAW-L25R_BOR01A02,,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.30866667,-79.39388889,L25,RU52,0,12,S,0,12,S,0,12,S,4,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ABOR030.56,VAW-L25R_BOR02A02,,,,,,,,,,,,,BRRO,PA,,,,,,,,,,37.374721,-79.425577,L25,RU52,0,12,S,0,12,S,0,12,S,1,12,0,0,IN,5,12,0,0,IM,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4AELT000.86,VAW-L01R_ELT01A02,VAW-L01R_ELT02A02,,,,,,,,,,,,BRRO,A,B,,,,,,,,,37.11888889,-80.27638889,L01,RU04,0,12,S,0,12,S,0,12,S,0,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
4AENT001.64,VAW-L34R_ENT01A08,,,,,,,,,,,,,BRRO,A,B,,,,,,,,,37.14583333,-78.895,L34,RU70,0,2,S,0,2,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AFAL000.92,VAW-L61R_FAL01A00,,,,,,,,,,,,,BRRO,C,A,,,,,,,,,36.59251667,-79.37823333,L61,RD38,0,12,S,0,12,S,0,12,S,4,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ALAR000.00,VAW-L74R_LAR01A18,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.63610833,-78.80662778,L74,RD74,0,1,S,0,1,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,1,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ALAW002.38,VAW-L61R_LAW01A04,,,,,,,,,,,,,BRRO,B,FPM,,,,,,,,,36.66629722,-79.35279167,L61,RD38,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,0,S,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ALAW002.43,VAW-L61R_LAW01A04,,,,,,,,,,,,,BRRO,A,B,,,,,,,,,36.66638889,-79.3525,L61,RD38,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ALOR014.75,VAW-L26R_LOR04A00,,,,,,,,,,,,,BRRO,A,B,TR,,,,,,,,37.33333333,-79.46448611,L26,RU54,0,24,S,0,24,S,0,24,S,6,24,0,0,IM,14,17,0,0,IM,,,,,,,,,,,,,,,,,,0,24,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4ALPP004.46,VAW-L81R_LPP01A16,,,,,,,,,,,,,BRRO,PA,B,,,,,,,,,36.60024167,-77.99693889,L81,RL20,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ALRO003.34,VAW-L39R_LRO01A00,,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.02472222,-78.61444445,L39,RU82,0,12,S,0,12,S,0,12,S,2,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4AGEO006.73,VAW-L68R_GEO01B14,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,36.93626389,-79.31164722,L68,RD57,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AGIB000.66,VAW-L71R_GIB01A08,,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,36.7175,-78.8,L71,RD67,0,7,S,0,7,S,0,7,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AGIL004.46,VAW-L11R_GIL01A00,VAW-L11R_GIL02A02,,,,,,,,,,,,BRRO,A,TM,TR,,,,,,,,37.07972222,-79.7025,L11,RU25,0,18,S,0,18,S,0,18,S,11,18,0,0,IM,11,18,0,0,IM,,,,,,,,,,,,,,,,,,2,18,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4AGIL010.54,VAW-L11R_GIL01A00,VAW-L11R_GIL02A02,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.11265,-79.743728,L11,RU25,0,3,S,0,3,S,0,3,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AMCR004.60,VAW-L26R_MCR01A00,,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,37.27277778,-79.46833333,L26,RU53,0,12,S,0,12,S,0,12,S,5,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4AMDL002.93,VAW-L04R_MDL01A06,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.242097,-80.009934,L04,RU14,0,4,S,0,4,S,0,3,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AMEE004.90,VAW-L09R_MEE01A00,VAW-L09R_MEE02A00,,,,,,,,,,,,BRRO,A,B,TR,,,,,,,,37.09305556,-79.83555555,L09,RU23,0,26,S,0,26,S,0,25,S,18,24,0,0,IM,15,18,0,0,IM,,,0,S,,,,,,,,,,,Review,,,1,26,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
2-SKG001.04,VAW-I18R_SKG01A00,,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.69194444,-79.80138889,I18,JU38,0,12,S,0,12,S,0,12,S,0,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
4AGNF002.84,VAW-L11R_GNF01A02,,,,,,,,,,,,,BRRO,B,TM,,,,,,,,,37.16433333,-79.86327778,L11,RU25,0,25,S,0,25,S,0,24,S,11,18,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,Review,,,1,23,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
2-YST000.64,VAW-I27R_YST01A02,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,37.50669444,-79.629,I27,JU57,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,0,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
2-ZAK000.52,VAW-I25R_ZAK01A20,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.550319,-79.945669,I25,JU53,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AHYC016.70,VAW-L74R_HYC02A06,,,,,,,,,,,,,BRRO,A,TR,,,,,,,,,36.58777778,-78.89861111,L74,RD70,0,24,S,0,24,S,0,24,S,2,24,0,0,IN,14,24,0,0,IM,,,,,,,,,,,,,,,,,,0,24,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4ARAC000.92,VAW-L64R_RAC01A04,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.70166667,-78.88638889,L64,RD51,0,18,S,0,18,S,0,18,S,3,12,0,0,IM,1,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,14,,,1,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
4ARBC005.93,VAW-L51R_RBC02A02,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.89013055,-80.15003056,L51,RD18,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,2,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ARCC008.86,VAW-L50R_RCC02A02,,,,,,,,,,,,,BRRO,B,SS,,,,,,,,,36.80552778,-80.33482778,L50,RD15,0,9,S,0,9,S,0,9,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AREE000.80,VAW-L53R_REE01A00,,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.72944445,-79.93722222,L53,RD23,0,12,S,0,12,S,0,12,S,2,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
4AROT000.81,VAW-L15R_ROT01A10,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,36.867611,-79.925244,L15,RU31,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,0,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
4ARSF014.02,VAW-L01R_RSF03A00,VAW-L01R_RSF04A02,,,,,,,,,,,,BRRO,A,,,,,,,,,,37.11671944,-80.26728056,L01,RU03,1,12,Review,0,12,S,0,12,S,1,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
4ARSL003.20,VAW-L43R_RSL01A12,,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.56583333,-80.17376944,L43,RD07,0,13,S,0,13,S,0,13,S,7,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
2-XWQ000.02,VAW-H01R_XWQ01A06,,,,,,,,,,,,,BRRO,B,,,,,,,,,,37.50831667,-79.38367222,H01,JM02,0,1,S,0,1,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ABWR029.22,VAW-L10R_BWR03A00,,,,,,,,,,,,,BRRO,B,SS,,,,,,,,,37.052281,-79.826831,L10,RU24,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ABWR045.80,VAW-L08R_BWR03A00,VAW-L08R_BWR04A00,VAW-L08R_BWR02A00,,,,,,,,,,,BRRO,A,B,TR,,,,,,,,37.03444444,-79.90972222,L08,RU22,0,25,S,0,25,S,0,25,S,10,23,0,0,IM,13,17,0,0,IM,,,,,,,,,,,,,,,Review,,,1,23,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4ABWR054.81,VAW-L08R_BWR04A00,VAW-L08R_BWR05A00,,,,,,,,,,,,BRRO,A,TM,TR,,,,,,,,37.01833333,-79.96222222,L08,RU22,0,25,S,0,25,S,0,25,S,10,24,0,0,IM,13,17,0,0,IM,,,,,,,,,,,,,,,,,,1,24,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4ALWD011.03,VAW-L56R_LWD03A00,VAW-L56R_LWD02B14,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.69543611,-79.7587,L56,RD27,0,12,S,0,12,S,0,12,S,6,11,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,11,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ALWF004.32,VAW-L56R_LWF01A00,,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.72747222,-79.77423611,L56,RD28,0,11,S,0,11,S,0,11,S,2,11,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,11,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ALWN000.88,VAW-L74R_LWN01A18,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.59383333,-78.83430556,L74,RD73,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,2,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ALYH000.50,VAW-L19R_LYH01A02,VAW-L19R_LYH02A02,,,,,,,,,,,,BRRO,A,B,,,,,,,,,37.11230556,-79.2889,L19,RU48,0,15,S,0,15,S,0,15,S,9,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4AMIL002.17,VAW-L68R_MIL01A16,,,,,,,,,,,,,BRRO,B,A,,,,,,,,,36.86889722,-79.30553333,L68,RD56,0,12,S,0,12,S,0,12,S,5,12,0,0,IM,9,11,0,0,IM,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4AMRR000.02,VAW-L55R_MRR01A00,,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,36.61333333,-79.82333333,L55,RD25,0,12,S,0,12,S,0,12,S,3,11,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,11,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4AMRR000.75,VAW-L55R_MRR01A00,,,,,,,,,,,,,BRRO,PA,,,,,,,,,,36.61372778,-79.83213889,L55,RD25,0,11,S,0,11,S,0,11,S,2,11,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,11,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4AMRY000.82,VAW-L64R_MRY01A04,VAW-L64R_MRY02A18,VAW-L64R_MRY03A18,,,,,,,,,,,BRRO,A,TM,B,,,,,,,,36.69583333,-78.97388889,L64,RD48,0,1,S,0,1,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4AMRY003.02,VAW-L64R_MRY03A18,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,36.69227778,-79.00138889,L64,RD48,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,0,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
4ATRD000.04,VAW-L58R_TRD01A06,,,,,,,,,,,,,BRRO,A,B,,,,,,,,,36.67388889,-79.64388889,L58,RD34,0,1,S,0,1,S,0,1,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ATRO001.16,VAW-L57R_TRO01A08,,,,,,,,,,,,,BRRO,A,B,,,,,,,,,36.56527778,-79.58388889,L57,RD32,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ATRR001.92,VAW-L72R_TRR01A00,,,,,,,,,,,,,BRRO,A,B,TM,,,,,,,,36.80083333,-78.9275,L72,RD66,0,14,S,0,14,S,0,14,S,2,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
4ATWN000.22,VAW-L52R_TWN01A12,,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.79018056,-80.00591944,L52,RD21,0,12,S,0,12,S,0,12,S,3,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ATWT000.32,VAW-L39R_TWT01A98,,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.92833333,-78.66166667,L39,RU84,0,12,S,0,12,S,0,12,S,4,11,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ATWT003.36,VAW-L39R_TWT01A98,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.95944444,-78.63166667,L39,RU84,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ATWT006.40,VAW-L39R_TWT01A98,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.9925,-78.60083333,L39,RU84,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,,0,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ATYS002.51,VAW-L37R_TYS01A08,,,,,,,,,,,,,BRRO,A,PA,,,,,,,,,37.0961,-78.74011111,L37,RU78,0,13,S,0,13,S,0,13,S,3,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
9-DDD001.00,VAW-N20R_DDD01A00,,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,36.92833333,-80.33138889,N20,NE51,2,12,10.5% Exceedance,0,12,S,0,12,S,1,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
4AXOJ000.60,VAW-L24R_XOJ01A18,VAW-L24R_XOJ02A18,,,,,,,,,,,,BRRO,A,PA,,,,,,,,,37.46469444,-79.41261111,L24,RU50,0,12,S,0,12,S,0,12,S,11,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4AXOJ001.34,VAW-L24R_XOJ02A18,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,37.4609,-79.4021,L24,RU50,0,2,S,0,2,S,0,2,S,1,1,0,0,IN,1,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
4AXOK000.29,VAW-L08R_XOK01A18,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,37.0986,-80.0511,L08,RU20,0,2,S,0,2,S,0,2,S,0,1,0,0,IN,0,1,0,0,IN,,,,,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean.
4AXOL000.94,VAW-L20R_XOL01A14,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,37.3432,-79.6358,L20,RU39,0,5,S,0,4,S,0,4,S,0,2,0,0,IN,1,2,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,4,,,2,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
4AXUO000.49,VAW-L07R_XUO01A06,,,,,,,,,,,,,BRRO,FPM,A,B,,,,,,,,37.11116111,-79.605375,L07,RU19,0,15,S,0,15,S,0,15,S,4,12,0,0,IN,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,15,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: NA
4ASNW016.24,VAW-L17R_SNW03A14,VAW-L17R_SNW02A12,,,,,,,,,,,,BRRO,A,,,,,,,,,,36.8727,-79.72491667,L17,RU33,0,12,S,0,12,S,0,12,S,4,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,0,12,,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ASOO002.56,VAW-L44R_SOO01A00,,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,36.5836,-80.1128,L44,RD08,0,2,S,0,2,S,0,2,S,1,1,0,0,IN,1,1,0,0,IN,,,0,S,,,,,,,,,,,Review,,,0,2,,,1,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean.
4ASOO003.12,VAW-L44R_SOO01A00,,,,,,,,,,,,,BRRO,A,TM,,,,,,,,,36.5875,-80.10972222,L44,RD08,0,12,S,0,12,S,0,12,S,5,12,0,0,IM,0,0,0,0,,,,,,,,,,,,,,,,,,,1,12,Review,,0,,ECOLI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples. | ENTEROCOCCI Comment: NA
4ASOT002.90,VAW-L51R_SOT01A08,,,,,,,,,,,,,BRRO,B,,,,,,,,,,36.86985,-80.18422778,L51,RD17,0,2,S,0,2,S,0,2,S,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,Review,,,0,2,,,0,,ECOLI Comment: NA | ENTEROCOCCI Comment: NA
4ASRE006.91,VAW-L54R_SRE01A00,VAW-L54R_SRE02A00,,,,,,,,,,,,BRRO,FPM,B,,,,,,,,,36.5481,-79.7582,L54,RD30,0,3,S,0,3,S,0,3,S,0,3,0,0,IN,3,3,0,0,IM,,,0,S,,,,,,,,,,,Review,,,0,3,,,3,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 0 STV hits but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
4ASRE007.90,VAW-L54R_SRE01A00,VAW-L54R_SRE02A00,,,,,,,,,,,,BRRO,A,TR,,,,,,,,,36.55861111,-79.74611111,L54,RD30,0,22,S,0,22,S,0,21,S,2,22,0,0,IN,8,17,0,0,IM,,,,,,,,,,,,,,,,,,0,22,,,0,,ECOLI Comment: Insufficient Information (Prioritize for follow up monitoring)- 1 STV hit in one or multiple 90-day periods but insufficient data to analyze geomean. | ENTEROCOCCI Comment: Impaired- 2 or more STV hits in the same 90-day period with < 10 samples.
