"","FDT_STA_ID","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_SPG_CODE","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu6","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","HUC12","Portion","MAP.x","ASSESS_REG","OFFICE_NM","States","HUType","HUMod","ToHUC","META_ID","Location","VaName","PC_Water","Tidal","VAHUSB","FedName","HUC10","VAHU5","Basin","BASIN_NAME","BASIN_CODE","SUBBASIN","ID305B_1","ID305B_2","ID305B_3","DEPTH","REGION","STA_TYPE1","STA_TYPE2","STA_TYPE3","DD_LAT","DD_LONG","WATERSHED","VAHU6","n","Buffer Distance"
"869","5ASAP005.54","SAPPONY CREEK, RT. 40 BRIDGE","Piedmont","PRO",0.3,"S",50,"000002","TM","03010201","Nottoway","Lower Sappony Creek","CU-F","030102010602","Lower Sappony Creek","CU24","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"030102010602",NA,"chowds","PRO","Piedmont","VA","Standard","NM","030102010603","VA01","Internal","Lower Sappony Creek",0,"N","CU","Lower Sappony Creek","0301020106","CU-F","Chowan and Dismal Swamp River Basin","Chowan River/Dismal Swamp","5A","Chowan River","VAP-K22R_SAP01A00",NA,NA,"S","PRO","A","TM",NA,36.943987,-77.496206,"K22","CU24",1,NA
"870","5ASAP007.77","SAPPONY CREEK, RT. 665 BRIDGE","Piedmont","PRO",0.3,"S",50,"000002","TM","03010201","Nottoway","Lower Sappony Creek","CU-F","030102010602","Lower Sappony Creek","CU24","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"030102010602",NA,"chowds","PRO","Piedmont","VA","Standard","NM","030102010603","VA01","Internal","Lower Sappony Creek",0,"N","CU","Lower Sappony Creek","0301020106","CU-F","Chowan and Dismal Swamp River Basin","Chowan River/Dismal Swamp","5A","Chowan River","VAP-K22R_SAP01A00",NA,NA,"S","PRO","A","SS",NA,36.95888889,-77.51805555,"K22","CU24",1,NA
"871","6BCRC000.20","South of Ramsey","Southwest","SWRO",0.1,"S",50,"08035","TM","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station","6BCRC-SOS","060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_CRC01A02",NA,NA,"B","SWRO","B","TM",NA,36.93888889,-82.59416667,"P11","TC19",1,NA
"872","6BCRC002.17","South of Ramsey, unpaved road","Southwest","SWRO",0.3,"S",50,"08035","RB","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_CRC01B10",NA,NA,"B","SWRO","B","TM",NA,36.92333333,-82.59222222,"P11","TC19",1,NA
"873","6BEAS000.07","Clear Creek Road above Ramsey","Southwest","SWRO",0.1,"S",50,"08035","TM","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_EAS01A06",NA,NA,"B","SWRO","B","TM",NA,36.91722222,-82.59305556,"P11","TC19",1,NA
"874","6BGUE021.41","ALT. RT. 58 BRIDGE ABOVE NORTON & WISE S","Southwest","SWRO",0.3,"S",50,"000002","AW","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_GUE03A98",NA,NA,"0.3 m","SWRO","A","SS",NA,36.93688889,-82.60255556,"P11","TC19",1,NA
"875","6BGUE022.67","Guest River 2nd St NE Norton","Southwest","SWRO",0.3,"S",50,"15019","CL","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_GUE03A98",NA,NA,"0.3 m","SWRO","A","SS",NA,36.940069,-82.6204,"P11","TC19",1,NA
"876","6BGUE026.28","Guest River upstream of Sepulcher Creek","Southwest","SWRO",0.3,"S",50,"15019","CL","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_GUE04A96",NA,NA,"0.3 m","SWRO","A","SS",NA,36.975289,-82.61735,"P11","TC19",1,NA
"877","6BGUE026.55","Bridge #6215 on Rt. 625 off Rt 620","Southwest","SWRO",0.3,"S",50,"15019","CL","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_GUE04A96","VAS-P11R_GUE03A06",NA,"0.3 m","SWRO","A","SS",NA,36.97611111,-82.62083333,"P11","TC19",1,NA
"878","6BGUE029.86","Guest River at Racoon Branch","Southwest","SWRO",0.3,"S",50,"15019","CL","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_GUE04A96",NA,NA,"0.3 m","SWRO","A","SS",NA,37.009269,-82.657411,"P11","TC19",1,NA
"879","6BGUE031.74","Guest River Dixiana","Southwest","SWRO",0.3,"S",50,"15019","CL","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_GUE04A96",NA,NA,"0.3 m","SWRO","A","SS",NA,37.025131,-82.668831,"P11","TC19",1,NA
"880","6BSEP000.04","Sepulcher Creek at Railroad Culvert","Southwest","SWRO",0.3,"S",50,"15019","CL","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_SEP01A98",NA,NA,"0.3 m","SWRO","A","SS",NA,36.975951,-82.616619,"P11","TC19",1,NA
"881","6BSEP000.55","On Rt 625 off Rt 620 off Rt 23 Bri.#6032","Southwest","SWRO",0.3,"S",50,"171231","IM","06010205","Upper Clinch","Rocky Fork-Guest River","TC-E","060102050501","Guest River-Rocky Fork","TC19","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"060102050501",NA,"tennbs","SWRO","Southwest","VA","Standard","KA,MA","060102050503","VA05","Internal","Guest River-Rocky Fork",0,"N","TC","Rocky Fork-Guest River","0601020505","TC-E","Tennessee and Big Sandy River Basin","Tennessee and Big Sandy Rivers","6B","Clinch and Powell Rivers","VAS-P11R_SEP01A98",NA,NA,"0.3 m","SWRO","A","SS",NA,36.98055556,-82.61416667,"P11","TC19",1,NA
"882","4AHPN001.62","Rt. 785 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002","TM","03010101","Upper Roanoke","Tomahawk Creek-Pigg River","RU-J","030101011001","Pigg River-Tomahawk Creek","RU36","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"030101011001",NA,"roayad","BRRO","Blue Ridge","VA","Standard","NM","030101011002","VA01","Internal","Pigg River-Tomahawk Creek",0,"N","RU","Tomahawk Creek-Pigg River","0301010110","RU-J","Roanoke River Basin","Roanoke River","4A","Roanoke River","VAW-L18R_HPN01A06",NA,NA,"S","BRRO","A","TM",NA,36.92875556,-79.52600833,"L18","RU36",1,NA
"883","4AJKN003.18","Upstream of Rt. 40","Blue Ridge","WCRO",0.3,"S",50,"000002","FP","03010101","Upper Roanoke","Tomahawk Creek-Pigg River","RU-J","030101011001","Pigg River-Tomahawk Creek","RU36","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site","VA-1132","030101011001",NA,"roayad","BRRO","Blue Ridge","VA","Standard","NM","030101011002","VA01","Internal","Pigg River-Tomahawk Creek",0,"N","RU","Tomahawk Creek-Pigg River","0301010110","RU-J","Roanoke River Basin","Roanoke River","4A","Roanoke River","VAW-L18R_JKN01A20",NA,NA,"S","BRRO","FPM","B",NA,36.970403,-79.597156,"L18","RU36",1,NA
"884","4ATMA001.46","Rt. 644 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002","TM","03010101","Upper Roanoke","Tomahawk Creek-Pigg River","RU-J","030101011001","Pigg River-Tomahawk Creek","RU36","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"030101011001",NA,"roayad","BRRO","Blue Ridge","VA","Standard","NM","030101011002","VA01","Internal","Pigg River-Tomahawk Creek",0,"N","RU","Tomahawk Creek-Pigg River","0301010110","RU-J","Roanoke River Basin","Roanoke River","4A","Roanoke River","VAW-L18R_TMA01A06",NA,NA,"S","BRRO","A","TM",NA,36.91322222,-79.54800833,"L18","RU36",1,NA
"885","2-JMS012.79","center channel below Rt 17 Bridge","Tidewater","TRO",0.5,"S",50,"015172","C2","02080206","Lower James","Cooper Creek-James River","JL-I","020802060906","James River-Cooper Creek","JL43","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA16-049A, VA06-0099A","020802060906",NA,"jamesl","TRO","Tidewater","VA","Standard","NM","020802080304","VA01","Internal","James River-Cooper Creek",65,"T","JL","Cooper Creek-James River","0208020609","JL-I","James River Basin","James River","2C","James River - Lower","VAT-G11E_JMS04A06",NA,NA,"S,M,B","TRO","C2","B",NA,36.98180556,-76.47852778,"G11E","JL43",1,NA
"886","2-JMS013.10","NA 15 JAMES RIVER BRIDGE (CITY OF NEWPOR","Tidewater","TRO",1,"S",50,"845101","CB","02080206","Lower James","Cooper Creek-James River","JL-I","020802060906","James River-Cooper Creek","JL43","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","LE5.3","020802060906",NA,"jamesl","TRO","Tidewater","VA","Standard","NM","020802080304","VA01","Internal","James River-Cooper Creek",65,"T","JL","Cooper Creek-James River","0208020609","JL-I","James River Basin","James River","2C","James River - Lower","VAT-G11E_JMS04A06",NA,NA,"S,M,B","TRO","A","C2","TR",36.99044444,-76.47544444,"G11E","JL43",1,NA
"887","2-JMS015.70","center channel 1.9 mi above Rt 17 Bridge","Tidewater","TRO",0.5,"S",50,"015172","C2","02080206","Lower James","Cooper Creek-James River","JL-I","020802060906","James River-Cooper Creek","JL43","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA16-016A, VA06-0066A","020802060906",NA,"jamesl","TRO","Tidewater","VA","Standard","NM","020802080304","VA01","Internal","James River-Cooper Creek",65,"T","JL","Cooper Creek-James River","0208020609","JL-I","James River Basin","James River","2C","James River - Lower","VAT-G11E_JMS02A06",NA,NA,"S,M,B","TRO","C2","B",NA,37.02436111,-76.49736111,"G11E","JL43",1,NA
"888","7-LAE000.20","MIDLAKE, 100 M FROM POINT","Tidewater","TRO",1,"S",50,"000002","AW","02040304","Eastern Lower Delmarva","Rudee Inlet-Atlantic Ocean","AO-G","020403040501","Atlantic Ocean-Rudee Inlet","AO23","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020403040501",NA,"cbaosc","TRO","Tidewater","VA","Water","NM","020403040502","VA01","Internal","Atlantic Ocean-Rudee Inlet",73,"T","AO","Rudee Inlet-Atlantic Ocean","0204030405","AO-G","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7D","Atlantic Ocean - South","VAT-D07E_LAE01A06",NA,NA,"S","TRO","A",NA,NA,36.82666667,-75.97333333,"D07E","AO23",1,NA
"889","7-LAI000.04","MIDCHANNEL AT CONFLUENCES OF LAKE WESLEY","Tidewater","TRO",1,"S",50,"000002","AW","02040304","Eastern Lower Delmarva","Rudee Inlet-Atlantic Ocean","AO-G","020403040501","Atlantic Ocean-Rudee Inlet","AO23","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020403040501",NA,"cbaosc","TRO","Tidewater","VA","Water","NM","020403040502","VA01","Internal","Atlantic Ocean-Rudee Inlet",73,"T","AO","Rudee Inlet-Atlantic Ocean","0204030405","AO-G","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7D","Atlantic Ocean - South","VAT-D07E_LAI02A06",NA,NA,"S","TRO","A",NA,NA,36.82944444,-75.97111111,"D07E","AO23",1,NA
"890","7-LAI000.18","LAKE HOLLY CULVERT, UPSTREAM OF BRIDGE","Tidewater","TRO",1,"S",50,"000002","AW","02040304","Eastern Lower Delmarva","Rudee Inlet-Atlantic Ocean","AO-G","020403040501","Atlantic Ocean-Rudee Inlet","AO23","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020403040501",NA,"cbaosc","TRO","Tidewater","VA","Water","NM","020403040502","VA01","Internal","Atlantic Ocean-Rudee Inlet",73,"T","AO","Rudee Inlet-Atlantic Ocean","0204030405","AO-G","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7D","Atlantic Ocean - South","VAT-D07E_LAI02A06",NA,NA,"S","TRO","A",NA,NA,36.83222222,-75.97277778,"D07E","AO23",1,NA
"891","7-LAI000.56","MIDCHANNEL 600M UPSTREAM OFF GOLDSBORO A","Tidewater","TRO",1,"S",50,"000002","AW","02040304","Eastern Lower Delmarva","Rudee Inlet-Atlantic Ocean","AO-G","020403040501","Atlantic Ocean-Rudee Inlet","AO23","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020403040501",NA,"cbaosc","TRO","Tidewater","VA","Water","NM","020403040502","VA01","Internal","Atlantic Ocean-Rudee Inlet",73,"T","AO","Rudee Inlet-Atlantic Ocean","0204030405","AO-G","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7D","Atlantic Ocean - South","VAT-D07E_LAI01A06",NA,NA,"S","TRO","A",NA,NA,36.83,-75.97805556,"D07E","AO23",1,NA
"892","7-OWL000.01","OFF VA MARINE SCIENCE MUSEUM PARKING LOT","Tidewater","TRO",1,"S",50,"000002","AW","02040304","Eastern Lower Delmarva","Rudee Inlet-Atlantic Ocean","AO-G","020403040501","Atlantic Ocean-Rudee Inlet","AO23","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020403040501",NA,"cbaosc","TRO","Tidewater","VA","Water","NM","020403040502","VA01","Internal","Atlantic Ocean-Rudee Inlet",73,"T","AO","Rudee Inlet-Atlantic Ocean","0204030405","AO-G","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7D","Atlantic Ocean - South","VAT-D07E_OWL02A02",NA,NA,"S","TRO","A",NA,NA,36.8225,-75.98305556,"D07E","AO23",1,NA
"893","7-OWL000.77","0.6 MILES UPSTREAM AT HEADWATER","Tidewater","TRO",1,"S",50,"000002","AW","02040304","Eastern Lower Delmarva","Rudee Inlet-Atlantic Ocean","AO-G","020403040501","Atlantic Ocean-Rudee Inlet","AO23","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020403040501",NA,"cbaosc","TRO","Tidewater","VA","Water","NM","020403040502","VA01","Internal","Atlantic Ocean-Rudee Inlet",73,"T","AO","Rudee Inlet-Atlantic Ocean","0204030405","AO-G","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7D","Atlantic Ocean - South","VAT-D07E_OWL01A02",NA,NA,"S","TRO","A",NA,NA,36.81583333,-75.99055556,"D07E","AO23",1,NA
"894","4AGEO006.73","georges cr @ rt 40","Blue Ridge","SCRO",0.3,"S",50,"000002","RB","03010105","Banister","Georges Creek-Whitehorn Creek","RD-N","030101050202","Whitehorn Creek-Georges Creek","RD57","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,"030101050202",NA,"roayad","BRRO","Blue Ridge","VA","Standard","NM","030101050203","VA01","Internal","Whitehorn Creek-Georges Creek",0,"N","RD","Georges Creek-Whitehorn Creek","0301010502","RD-N","Roanoke River Basin","Roanoke River","4A","Roanoke River","VAW-L68R_GEO01B14",NA,NA,"S","BRRO","FPM","B",NA,36.93626389,-79.31164722,"L68","RD57",1,NA
"895","4AWRN000.43","RT 683, CEDAR HILL ROAD?","Blue Ridge","SCRO",0.3,"S",50,"000002","RB","03010105","Banister","Georges Creek-Whitehorn Creek","RD-N","030101050202","Whitehorn Creek-Georges Creek","RD57","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"030101050202",NA,"roayad","BRRO","Blue Ridge","VA","Standard","NM","030101050203","VA01","Internal","Whitehorn Creek-Georges Creek",0,"N","RD","Georges Creek-Whitehorn Creek","0301010502","RD-N","Roanoke River Basin","Roanoke River","4A","Roanoke River","VAW-L68R_WRN01A00","VAW-L68R_WRN02A06",NA,"S","BRRO","A","TM","B",36.87666667,-79.24833333,"L68","RD57",1,NA
"896","4ACBA000.22","RTE 626","Blue Ridge","SCRO",0.3,"S",50,"000002","AW","03010102","Middle Roanoke","Catawba Creek","RU-S","030101020402","Catawba Creek","RU73","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"030101020402",NA,"roayad","BRRO","Blue Ridge","VA","Standard","NM","030101020404","VA01","Internal","Catawba Creek",0,"N","RU","Catawba Creek","0301010204","RU-S","Roanoke River Basin","Roanoke River","4A","Roanoke River","VAW-L36R_CBA01A06",NA,NA,"S","BRRO","TM",NA,NA,36.975,-78.89527778,"L36","RU73",1,NA
"897","9-RDC023.24","Bridge #6032 on Rt 649 @ transfer statio","Southwest","SWRO",0.3,"S",50,"13034","TM","05050001","Upper New","Muskrat Branch-Reed Creek","NE-I","050500011001","Reed Creek-Muskrat Branch","NE29","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"050500011001",NA,"new","SWRO","Southwest","VA","Standard","KA","050500011003","VA01","Internal","Reed Creek-Muskrat Branch",0,"N","NE","Muskrat Branch-Reed Creek","0505000110","NE-I","New River Basin","New River","9",NA,"VAS-N11R_RDC01B00","VAS-N11R_RDC01C02",NA,"0.3 m","SWRO","A","TM",NA,36.94638889,-81.02555556,"N11","NE29",1,NA
"898","5AGRC002.46","Great Creek at Rt. 614, Sunnyside Rd","Piedmont","PRO",0.3,"S",50,"000002","TM","03010201","Nottoway","Turkey Egg Creek-Nottoway River","CU-C","030102010303","Nottoway River-Turkey Egg Creek","CU13","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"030102010303",NA,"chowds","PRO","Piedmont","VA","Standard","NM","030102010401","VA04","Internal","Nottoway River-Turkey Egg Creek",0,"N","CU","Turkey Egg Creek-Nottoway River","0301020103","CU-C","Chowan and Dismal Swamp River Basin","Chowan River/Dismal Swamp","5A","Chowan River","VAP-K17R_GRC01A16",NA,NA,"S","PRO","A","TM",NA,36.99097222,-77.73825,"K17","CU13",1,NA
"899","5ANTW109.02","NOTTOWAY RIVER, RT. 1 BRIDGE","Piedmont","PRO",0.3,"S",50,"12120","TM","03010201","Nottoway","Turkey Egg Creek-Nottoway River","CU-C","030102010303","Nottoway River-Turkey Egg Creek","CU13","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02044500 5ANTW105.67","030102010303",NA,"chowds","PRO","Piedmont","VA","Standard","NM","030102010401","VA04","Internal","Nottoway River-Turkey Egg Creek",0,"N","CU","Turkey Egg Creek-Nottoway River","0301020103","CU-C","Chowan and Dismal Swamp River Basin","Chowan River/Dismal Swamp","5A","Chowan River","VAP-K17R_NTW01A00",NA,NA,"S","PRO","A","TR",NA,36.94583333,-77.73330556,"K17","CU13",1,NA
"900","5ANTW113.13","Nottoway River at Rt. 610","Piedmont","PRO",0.3,"S",50,"000002","TM","03010201","Nottoway","Turkey Egg Creek-Nottoway River","CU-C","030102010303","Nottoway River-Turkey Egg Creek","CU13","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"030102010303",NA,"chowds","PRO","Piedmont","VA","Standard","NM","030102010401","VA04","Internal","Nottoway River-Turkey Egg Creek",0,"N","CU","Turkey Egg Creek-Nottoway River","0301020103","CU-C","Chowan and Dismal Swamp River Basin","Chowan River/Dismal Swamp","5A","Chowan River","VAP-K17R_NTW01A00",NA,NA,"S","PRO","A","TM",NA,36.9755,-77.7705,"K17","CU13",1,NA
"901","5ARYC002.31","Reedy Creek at Rt. 40","Piedmont","PRO",0.3,"S",50,"000002","TM","03010201","Nottoway","Turkey Egg Creek-Nottoway River","CU-C","030102010303","Nottoway River-Turkey Egg Creek","CU13","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"030102010303",NA,"chowds","PRO","Piedmont","VA","Standard","NM","030102010401","VA04","Internal","Nottoway River-Turkey Egg Creek",0,"N","CU","Turkey Egg Creek-Nottoway River","0301020103","CU-C","Chowan and Dismal Swamp River Basin","Chowan River/Dismal Swamp","5A","Chowan River","VAP-K17R_RYC01A16",NA,NA,"S","PRO","PA","TM",NA,36.994,-77.75294444,"K17","CU13",1,NA
"902","5ARYC003.04","0.73 miiles upstream Rt. 40","Piedmont","PRO",0.3,"S",50,"000002","FP","03010201","Nottoway","Turkey Egg Creek-Nottoway River","CU-C","030102010303","Nottoway River-Turkey Egg Creek","CU13","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-183","030102010303",NA,"chowds","PRO","Piedmont","VA","Standard","NM","030102010401","VA04","Internal","Nottoway River-Turkey Egg Creek",0,"N","CU","Turkey Egg Creek-Nottoway River","0301020103","CU-C","Chowan and Dismal Swamp River Basin","Chowan River/Dismal Swamp","5A","Chowan River","VAP-K17R_RYC01A16",NA,NA,"S","PRO","FPM","B",NA,37.00411111,-77.75241667,"K17","CU13",1,NA
