"STATION_ID","ID305B_1","ID305B_2","ID305B_3","ID305B_4","ID305B_5","ID305B_6","ID305B_7","ID305B_8","ID305B_9","ID305B_10","WATER_TYPE","SALINITY","LACUSTRINE","REGION","TYPE_1","TYPE_2","TYPE_3","TYPE_4","TYPE_5","TYPE_6","TYPE_7","TYPE_8","TYPE_9","TYPE_10","LATITUDE","LONGITUDE","WATERSHED","VAHU6","TEMP_EXC","TEMP_SAMP","TEMP_STAT","DO_EXC","DO_SAMP","DO_STAT","PH_EXC","PH_SAMP","PH_STAT","ECOLI_EXC","ECOLI_SAMP","ECOLI_GM_EXC","ECOLI_GM_SAMP","ECOLI_STAT","ENTER_EXC","ENTER_SAMP","ENTER_GM_EXC","ENTER_GM_SAMP","ENTER_STAT","AMMONIA_EXC","AMMONIA_STAT","WAT_MET_EXC","WAT_MET_STAT","WAT_TOX_EXC","WAT_TOX_STAT","SED_MET_EXC","SED_MET_STAT","SED_TOX_EXC","SED_TOX_STAT","FISH_MET_EXC","FISH_MET_STAT","FISH_TOX_EXC","FISH_TOX_STAT","BENTHIC_STAT","BENTHIC_WOE_CAT","BIBI_SCORE","NUT_TP_EXC","NUT_TP_SAMP","NUT_TP_STAT","NUT_CHLA_EXC","NUT_CHLA_SAMP","NUT_CHLA_STAT","COMMENTS","WQS_ID","Buffer Distance","Comments","GNIS_ID","GNIS_Name","FType","FCode","WATER_NAME","BASIN","WQS_COMMEN","SEC","CLASS","SPSTDS","Basin_Code","PWS","Edit_Date","Tier_III","Backlog","ZONE","SECTION_DESCRIPTION","created_user","created_date","last_edited_user","last_edited_date","Shape_Length","Shape_Area","WQS_COMMENT","Trout","StreamType","Lakes_187B"
"3-MUU000.82","VAN-E07R_MUU01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.56194444,-77.92472222,"E07R","RA15",0,11,"S",0,11,"S",0,10,"S",6,11,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,"RL_03_222158","Manual Review | 40 m","Manual Accept |","01471239","Muddy Run",460,46006,"Muddy Run","3",NA,"4","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Blandfield Point to its headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,490.959100751923,NA,NA,NA,"Perennial",NA
"3-BLD001.54","VAP-E26R_BLD01A08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.78,-76.49638889,"E26R","RA70",0,11,"S",0,11,"S",0,11,"S",5,11,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,11,NA,0,0,NA,NA,"RL_03_290157","Manual Review | 20 m","Manual Accept |","01463068","Belwood Swamp",460,46006,"Belwood Swamp","3",NA,"2","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Stingray and Windmill Points upstream to Blandfield Point, unless otherwise designated in this chapter.",NA,NA,NA,NA,32.444821443011,NA,NA,NA,"Perennial",NA
"3-BLS000.08","VAN-E09R_BLS01A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,38.47869444,-77.99661111,"E09R","RA19",0,4,"S",0,4,"S",0,4,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,"IN",0,"IN",0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"WAT TOX:PCB (FCU); SED TOX:PCB","RL_03_220791","Manual Review | 20 m","Manual Accept |","01462712","Balds Run",460,46006,"Mountain Run","3",NA,"4","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Blandfield Point to its headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,1204.3992507141,NA,NA,NA,"Perennial",NA
"3-BLV002.94","VAP-E24R_BLV01A20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.867228,-76.8148,"E24R","RA66",0,10,"S",2,10,"IM",10,10,"IM",4,10,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,9,NA,0,0,NA,NA,"RL_03_289110","Manual Review | 20 m","Manual Accept |","01463055","Bellview Creek",460,46003,"Unnamed tributary","3",NA,"2","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Stingray and Windmill Points upstream to Blandfield Point, unless otherwise designated in this chapter.",NA,NA,NA,NA,1771.44227866415,NA,NA,NA,"Intermittent",NA
"3-BON001.65","VAP-E26R_BON01A08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.74361111,-76.43722222,"E26R","RA71",0,12,"S",3,12,"IM",0,12,"S",4,11,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,NA,"RL_03_300073","Manual Review | 40 m","Manual Accept |","01463926","Browns Creek",460,46006,"Browns Creek","3",NA,"2","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Stingray and Windmill Points upstream to Blandfield Point, unless otherwise designated in this chapter.",NA,NA,NA,NA,43.152243970275,NA,NA,NA,"Perennial",NA
"3-BOS000.72","VAN-E08R_BOS01A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,38.52916667,-77.75163889,"E08R","RA17",0,23,"S",2,22,"S",0,23,"S",17,21,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,"RL_03_224648","Manual Review | 20 m","Manual Accept |","01463932","Browns Run",460,46006,"Browns Run","3",NA,"4","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Blandfield Point to its headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,309.252721413267,NA,NA,NA,"Perennial",NA
"3-MTL000.12","VAP-E23E_MTL01A10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,37.95061111,-76.88701945,"E23E","RA59",0,10,"NA",0,10,NA,0,10,"S",0,0,NA,NA,NA,4,9,NA,NA,"IM",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,"EP_03_011640","Manual Review | NA","Manual Accept |"," "," ",460,46006,"Rappahannock River","3"," ","1","II","a","Rappahannock"," ",NA," "," ","Estuarine","Rappahannock River and the tidal portions of its tributaries from Stingray and Windmill Points to Route 1 Alternate Bridge at Fredericksburg.",NA,NA,NA,NA,947714.38565384,340010214.275113,NA,NA,NA,NA
"3-MTL004.82","VAP-E23R_MTL01A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","PA","TM","C",NA,NA,NA,NA,NA,NA,NA,37.9625,-76.93630556,"E23R","RA59",0,24,"S",0,24,"NA",0,24,"S",5,23,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,"S",1,"IM",1,"O",NA,NA,NA,0,22,NA,0,0,NA,"Class VII water; 2018 Fish Metals - mercury 2 sp (largemouth bass and bowfin (excluded)); 2018 Fish PCBs 2 sp (gizzard shad and blue catfish); 2018 sediment PCBs","RL_03_288620","Manual Review | No connections within 80 m","Manual Accept |","01470917","Mount Landing Creek",460,46006,"Mount Landing Creek","3",NA,"2","VII","","Rappahannock",NA,NA,NA,NA,NA,"Mount Landing Creek and its tributaries from the end of tidal waters at river mile 4.4 to their headwaters.",NA,NA,NA,NA,298.875707424526,NA,NA,NA,"Perennial",NA
"3-MTL006.47","VAP-E23R_MTL02A04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","FPM","B",NA,NA,NA,NA,NA,NA,NA,NA,37.965556,-76.96,"E23R","RA59",0,2,"S",0,2,"NA",0,2,"S",0,1,NA,NA,"W",0,0,NA,NA,NA,NA,NA,0,"IN",0,"S",0,NA,0,NA,0,NA,0,NA,"FS",NA,NA,0,2,NA,0,1,NA,"Class VII water; 2018 metals, benthics","RL_03_288713","Manual Review | 20 m","Manual Accept |","01470917","Mount Landing Creek",460,46006,"Mount Landing Creek","3",NA,"2","VII","","Rappahannock",NA,NA,NA,NA,NA,"Mount Landing Creek and its tributaries from the end of tidal waters at river mile 4.4 to their headwaters.",NA,NA,NA,NA,1679.64137009604,NA,NA,NA,"Perennial",NA
"3-MTN000.59","VAN-E09R_MTN01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRO","A","B","TM,TR,C",NA,NA,NA,NA,NA,NA,NA,38.45583333,-77.77080555,"E09R","RA21",0,47,"S",0,46,"S",0,46,"S",10,42,NA,NA,"IM",19,29,NA,NA,"NA",NA,NA,0,NA,1,"O",0,"IN",0,"S",0,NA,3,"IM","IN",NA,NA,0,0,NA,0,0,NA,"WAT=S,NH3=S,PCB=OE (FCU); FISH TOX:PCB=IM (2013:AME); SED TOX: PCB","RL_03_221954","Manual Review | 20 m","Manual Accept |","01471179","Mountain Run",558,55800,"Mountain Run","3",NA,"4","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Blandfield Point to its headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,481.791176282707,NA,NA,NA,"Artificial Path",NA
"3-MTN005.79","VAN-E09R_MTN01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRO","A","B","TM,C",NA,NA,NA,NA,NA,NA,NA,38.46044444,-77.81377778,"E09R","RA21",0,13,"S",0,13,"S",0,12,"S",4,9,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,2,"IM",0,NA,0,"IN",0,NA,2,"IM","IM",NA,NA,0,0,NA,0,0,NA,"WAT=S,NH3=S, PCB=IM (FCU); SED TOX:PCB; FISH TOX:PCB=IM (2013:AME,YEB)","RL_03_221922","Manual Review | 20 m","Manual Accept |","01471179","Mountain Run",558,55800,"Mountain Run","3",NA,"4","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Blandfield Point to its headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,1678.40723211023,NA,NA,NA,"Artificial Path",NA
"3-MTN010.98","VAN-E09R_MTN02A04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,38.4675,-77.8596,"E09R","RA21",0,2,"S",0,2,"S",0,2,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,2,"IM",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"WAT TOX:PCB (FCU)","RL_03_221943","Manual Review | 20 m","Manual Accept |","01471179","Mountain Run",558,55800,"Mountain Run","3",NA,"4","III","","Rappahannock",NA,NA,NA,NA,NA,"Free flowing tributaries of the Rappahannock from Blandfield Point to its headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,1284.79285260629,NA,NA,NA,"Artificial Path",NA
"4AFRY006.08","VAW-L18R_FRY01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B","TM",NA,NA,NA,NA,NA,NA,NA,NA,36.94796944,-79.44736389,"L18","RU37",0,22,"S",0,21,"S",0,22,"S",6,14,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,18,"S",0,0,NA,"2016/2018 Cycle: NESTED Pigg River (Fryingpan Cr.) Bacteria TMDL Study U.S. EPA approved on 9/11/2006 Fed ID 30414/30410 (Snow Cr.).  SWCB approved 6/27/2007.  Bacteria Implementation Plan SWCB approved 12/13/2010 4AFRY006.08- DO, Temp and pH- 'FS'. ","RL_4A_087958","Manual Review | 20 m","Manual Accept |","01466909","Fryingpan Creek",460,46006,"Fryingpan Creek","4A",NA,"6a","III","","Roanoke",NA,NA,NA,NA,NA,"Tributaries of the Roanoke River from Leesville Dam to Niagra Reservoir, unless otherwise designated in this chapter.",NA,NA,NA,NA,502.668565666342,NA,NA,NA,"Perennial",NA
"4AFSF000.66","VAW-L33R_FSF01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.20277778,-78.9625,"L33","RU67",0,18,"S",0,18,"S",0,18,"S",10,18,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,2,18,"O",0,0,NA,"2018 Cycle: 2004 Falling River TMDL EPA Approved 7/9/2004.","RL_4A_104502","Manual Review | 20 m","Manual Accept |","01474853","South Fork Falling River",558,55800,"South Fork Falling River","4A",NA,"5d","III","","Roanoke",NA,NA,NA,NA,NA,"Falling River and its tributaries from 5 miles above Dan River, Inc. raw water intake to its headwaters.",NA,NA,NA,NA,2047.57244583065,NA,NA,NA,"Artificial Path",NA
"4AFSF013.80","VAW-L33R_FSF01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B","FPM",NA,NA,NA,NA,NA,NA,NA,NA,37.297658,-79.013206,"L33","RU67",0,2,"S",0,2,"S",0,2,"S",1,1,NA,NA,"IN",0,0,NA,NA,NA,NA,NA,0,"IN",0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,2,"S",0,1,"IN",NA,"RL_4A_118149","Manual Review | 20 m","Manual Accept |","01474853","South Fork Falling River",460,46006,"South Fork Falling River","4A",NA,"5d","III","","Roanoke",NA,NA,NA,NA,NA,"Falling River and its tributaries from 5 miles above Dan River, Inc. raw water intake to its headwaters.",NA,NA,NA,NA,1528.19779335566,NA,NA,NA,"Perennial",NA
"4AFSF015.01","VAW-L33R_FSF01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.304558,-79.020122,"L33","RU67",0,12,"S",0,12,"S",0,12,"S",5,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,12,"S",0,0,NA,NA,"RL_4A_118146","Manual Review | 20 m","Manual Accept |","01474853","South Fork Falling River",460,46006,"South Fork Falling River","4A",NA,"5d","III","","Roanoke",NA,NA,NA,NA,NA,"Falling River and its tributaries from 5 miles above Dan River, Inc. raw water intake to its headwaters.",NA,NA,NA,NA,674.962240073611,NA,NA,NA,"Perennial",NA
"4AGCR000.01","VAW-L08R_GCR01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TM","B,TR",NA,NA,NA,NA,NA,NA,NA,37.05416667,-80.085,"L08","RU21",0,2,"IM",0,2,"S",0,2,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"FS",NA,NA,0,0,NA,0,0,NA,"2018 /2020 Cycle: Temp and Bacteria impairments carry. Bio 'FS' with two 2015 VSCI Scores: 62.4 (Spring), 77.3 (Fall). In 2015 this station was surveyed as a potential 'reference' or 'least impacted' station for development of the Genus Level VSCI.  The","RL_4A_058856","Manual Review | 40 m","Manual Accept |","01467466","Green Creek",460,46006,"Green Creek","4A",NA,"6a","VI","NEW-1","Roanoke",NA,NA,NA,NA,NA,"Green Creek from Roaring Run upstream including all named and unnamed tributaries.",NA,NA,NA,NA,816.887963871511,NA,NA,"Yes","Perennial",NA
"7-MCR002.00","VAT-D06R_MCR01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.215,-75.95333333,"D06R","AO21",0,25,"S",10,25,"IM",1,25,"S",3,24,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6BPOW194.75","VAS-P17R_POW01C02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SWRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.93083333,-82.65666667,"P17","TP02",0,12,"S",0,12,"S",0,12,"S",5,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"Bridge #6214 on Rt. 621, sampled 2018","RL_6B_011297","Manual Review | 20 m","Manual Accept |","01306921","Powell River",460,46006,"Powell River","6B",NA,"1","IV","","Tennessee-Clinch",NA,NA,NA,NA,NA,"Powell River and its tributaries from the Virginia/Tennessee state line to their headwaters; Indian Creek and Martin Creek in Virginia, unless otherwise designated in this chapter.",NA,NA,NA,NA,556.790177498963,NA,NA,NA,"Perennial",NA
"6BAMO002.28","VAS-P14R_AMO02A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SWRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.778761,-82.432983,"P14","TC29",0,12,"S",0,12,"S",0,12,"S",5,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,NA,0,0,NA,"Culvert #2837 on Rt. 682, sampled 2018","RL_6B_007293","Manual Review | 20 m","Manual Accept |","01481304","Amos Branch",460,46006,"Amos Branch","6B",NA,"2","IV","","Tennessee-Clinch",NA,NA,NA,NA,NA,"Clinch River and its tributaries from the Virginia/Tennessee state line to their headwaters; North Fork Clinch River and its tributaries, Blackwater Creek and its tributaries, and Little Creek in Virginia, unless otherwise designated in this chapter.",NA,NA,NA,NA,2150.9993033933,NA,NA,NA,"Perennial",NA
"3-RPP051.01","VAP-E22E_RPP03A02","VAP-E22E_RPP04A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","CB","TR",NA,NA,NA,NA,NA,NA,NA,NA,38.01861111,-76.90833333,"E22E","RA56",0,378,"NA",0,378,NA,6,378,"S",0,0,NA,NA,NA,3,58,NA,NA,"S",NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,114,NA,0,58,NA,"Trend station - improving trends for fecal coliform and pH; elevated pH","EP_03_010842","Manual Review | NA","Manual Accept |"," "," ",460,46006,"Rappahannock River","3"," ","1","II","a","Rappahannock"," ",NA," "," ","Transition","Rappahannock River and the tidal portions of its tributaries from Stingray and Windmill Points to Route 1 Alternate Bridge at Fredericksburg.",NA,NA,NA,NA,152541.266157367,19724574.3937403,NA,NA,NA,NA
"3-RPP060.63","VAP-E22E_RPP01A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","C2","CB-B",NA,NA,NA,NA,NA,NA,NA,NA,38.1079,-77.00326667,"E22E","RA54",0,2,"NA",0,2,NA,0,2,"W",0,1,NA,NA,"W",0,0,NA,NA,NA,NA,NA,0,NA,0,"IN",0,"S",0,"S",0,NA,0,NA,"FS",NA,NA,0,1,NA,0,1,NA,"2016 WOE - scenario 3, Cat 2A; one sample event; B-IBI - 4.5 and 4.5, RPPTF; no data since 2018 cycle; aka VA16-0048","EP_03_010677","Manual Review | NA","Manual Accept |"," "," ",460,46006,"Rappahannock River","3"," ","1","II","a","Rappahannock"," ",NA," "," ","Tidal Fresh","Rappahannock River and the tidal portions of its tributaries from Stingray and Windmill Points to Route 1 Alternate Bridge at Fredericksburg.",NA,NA,NA,NA,291977.973024207,35909037.6651395,NA,NA,NA,NA
"3-RPP064.40","VAP-E22E_RPP01A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRO","CB","TR",NA,NA,NA,NA,NA,NA,NA,NA,38.11291667,-77.05545,"E22E","RA54",0,310,"NA",0,310,NA,0,310,"S",3,58,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,118,NA,0,59,NA,"Trend station - improving for fecal coliform; chloride IM carryover","EP_03_010677","Manual Review | NA","Manual Accept |"," "," ",460,46006,"Rappahannock River","3"," ","1","II","a","Rappahannock"," ",NA," "," ","Tidal Fresh","Rappahannock River and the tidal portions of its tributaries from Stingray and Windmill Points to Route 1 Alternate Bridge at Fredericksburg.",NA,NA,NA,NA,291977.973024207,35909037.6651395,NA,NA,NA,NA
"3-RPP080.19","VAN-E21E_RPP03A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRO","A","CB","TR,C",NA,NA,NA,NA,NA,NA,NA,38.17466667,-77.18661111,"E21E","RA51",0,425,"NA",0,425,"S",3,425,"S",4,65,NA,NA,"S",9,45,NA,NA,"NA",NA,NA,0,NA,0,"S",0,NA,0,"S",1,"O",5,"IM",NA,NA,NA,0,0,NA,0,0,NA,"WAT TOX:NH3; SED TOX:PCB; FISH MET:As=OE (2018); FISH TOX:PCB=IM (2016:BLC,C,GSH; 2018: BLC,GSH); 2012 FISH MET OE carryover (Hg, CFCH)","EP_03_010677","Manual Review | NA","Manual Accept |"," "," ",460,46006,"Rappahannock River","3"," ","1","II","a","Rappahannock"," ",NA," "," ","Tidal Fresh","Rappahannock River and the tidal portions of its tributaries from Stingray and Windmill Points to Route 1 Alternate Bridge at Fredericksburg.",NA,NA,NA,NA,291977.973024207,35909037.6651395,NA,NA,NA,NA
"2-JMS270.84","VAW-H03R_JMS06A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TR","TM",NA,NA,NA,NA,NA,NA,NA,37.50305556,-79.26222222,"H03","JM07",0,39,"S",0,39,"S",0,39,"S",5,36,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,2,36,"IN/O",0,0,NA,"2020 Cycle: E. coli 5/36 exceedance rate. 2/36 Total Phosphorus measurements >0.20 mg/L. No excursions of water column PCB criterion (640 pg/L) from 3 samples: 106.34 pg/L (DW 7/19/17), 457.17 pg/L (WW 2/22/18), 600.84 pg/L (WW 9/17/18). E. coli TMDL for","RL_2B_113185","Manual Review | 20 m","Manual Accept |","01488853","James River",558,55800,"James River","2B",NA,"11h","III","PWS","James-Middle","Yes",NA,NA,NA,NA,"James River and its tributaries, excluding the Pedlar River, from Reusens Dam to Coleman Dam, including the Eagle Eyrie raw water intake on an unnamed tributary to Judith Creek 1.0 mile from the confluence with Judith Creek, to its headwaters, and also the City of Lynchburg's raw water intake on the James River at Abert.",NA,NA,NA,NA,1269.83571355321,NA,NA,NA,"Artificial Path",NA
"2-JMS275.75","VAW-H01R_JMS02A00","VAW-H01R_JMS01A04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TR",NA,NA,NA,NA,NA,NA,NA,NA,37.51333333,-79.33166667,"H01","JM03",0,24,"S",0,24,"S",0,24,"S",4,24,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,24,"S",0,0,NA,"2018/2020 Cycle: Station discontinued in 2017 due to safety/access problems. Bacteria 'IM' NESTED in E. coli TMDL for the James River and Tributaries near Lynchburg, VA: SWCB Approval - 7/19/17, EPA Approval - 9/27/17. TMDL ID: 68323. VDH Fish Consumptio","RL_2B_111147","Manual Review | 20 m","Manual Accept |","01488853","James River",558,55800,"James River Lower","2B",NA,"11","III"," ","James-Middle",NA,NA,NA,NA,NA,"James River and its tributaries from, but not including, the Rockfish River to Balcony Falls, unless otherwise designated in this chapter.",NA,NA,NA,NA,792.753186901956,NA,NA,NA,"Artificial Path",NA
"2-JMS279.41","VAW-H01R_JMS04A00","VAW-H01R_JMS03A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","CB","C,TR",NA,NA,NA,NA,NA,NA,NA,37.555325,-79.36725556,"H01","JM01",0,73,"S",0,73,"S",0,73,"S",1,27,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,NA,1,"O",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,65,"S",0,0,NA,"2020 Cycle: CB Trend Station. Three PCB water column samples: Dry Weather 86.26 pg/L (7/19/2017), Wet Weather 520.03 pg/L (2/23/2018), and Wet Weather 829.88 pg/L (WW, 9/17/2018) - 'OE'.  WQS Criterion 640 pg/L. E.coli, Temp, DO, pH, NH3-N, TP - 'FS'. H","RL_2B_111441","Manual Review | 20 m","Manual Accept |","01488853","James River",558,55800,"James River Upper","2B",NA,"11j","III"," ","James-Middle",NA,NA,NA,NA,NA,"James River and its tributaries from the Owens/Illinois raw water intake near Big Island to Balcony Falls.",NA,NA,NA,NA,282.22160749146,NA,NA,NA,"Artificial Path",NA
"2-JMS302.85","VAW-I27R_JMS01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TM","C",NA,NA,NA,NA,NA,NA,NA,37.55444444,-79.63833333,"I27","JU58",0,3,"S",0,3,"S",0,3,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,"S",NA,NA,NA,0,0,NA,0,0,NA,"2020 Cycle: Water column PCB samples find no exceedances of the 640 pg/L WQS at 66.50 pg/L (DW, 7/19/2017), 419.85 pg/L (WW, 2/8/2018) , and 240.20 pg/L (WW, 9/17/2018).","RL_2A_072981","Manual Review | 60 m","Manual Accept |","01488853","James River",558,55800,"James River","2A",NA,"12","IV"," ","James-Upper",NA,NA,NA,"Yes",NA,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Calfpasture Rivers) and the tributaries within this section to their headwaters have a special pH standard of 6.5-9.5 due to natural conditions.)",NA,NA,NA,NA,398.295585516434,NA,NA,NA,"Artificial Path",NA
